id,date,user_id
70,2013-05-07 17:15:17.886821,32
71,2013-05-07 19:57:52.505391,10
72,2013-05-07 20:03:01.521192,22
73,2013-05-07 21:46:31.353058,54
74,2013-05-07 21:58:58.917567,38
75,2013-05-08 05:02:25.669993,29
76,2013-05-08 22:30:26.375595,21
77,2013-05-09 04:14:32.205746,18
78,2013-05-09 04:56:52.094610,31
79,2013-05-09 09:52:10.628443,37
80,2013-05-09 23:21:13.458497,48
81,2013-05-10 02:44:02.455332,22
82,2013-05-10 05:19:19.810011,15
83,2013-05-10 06:32:46.939633,21
84,2013-05-10 11:10:08.126033,21
85,2013-05-10 12:50:39.006843,48
86,2013-05-10 13:56:08.770721,10
87,2013-05-10 17:49:28.677265,49
88,2013-05-10 19:16:52.553623,3
89,2013-05-10 23:05:21.811972,44
90,2013-05-10 23:53:56.112895,10
91,2013-05-11 06:55:33.122890,43
92,2013-05-11 10:17:39.622406,11
93,2013-05-11 11:35:04.625857,43
94,2013-05-11 11:35:52.529142,53
95,2013-05-11 19:27:45.384138,59
96,2013-05-12 00:09:49.960662,70
97,2013-05-12 03:40:37.149359,6
98,2013-05-12 08:39:07.875328,19
99,2013-05-12 10:36:24.030438,60
100,2013-05-12 11:04:38.823398,52
101,2013-05-12 19:10:02.760059,18
102,2013-05-12 22:26:43.363160,51
103,2013-05-13 05:24:27.465349,59
104,2013-05-13 12:21:08.872134,22
105,2013-05-13 23:34:06.574765,65
106,2013-05-14 12:59:27.940279,44
107,2013-05-14 15:15:40.881438,66
108,2013-05-15 04:37:00.731939,13
109,2013-05-15 06:28:37.848902,36
110,2013-05-15 07:01:23.423109,37
111,2013-05-15 18:53:05.770589,61
112,2013-05-15 23:26:59.451451,41
113,2013-05-16 06:38:38.581409,85
114,2013-05-16 08:20:55.501114,1
115,2013-05-16 12:05:55.413320,73
116,2013-05-16 15:30:06.795797,88
117,2013-05-16 15:39:46.338707,36
118,2013-05-17 02:44:44.563073,41
119,2013-05-17 04:45:54.266844,28
120,2013-05-17 06:32:37.858821,60
121,2013-05-17 08:32:26.398404,36
122,2013-05-17 09:19:45.937938,82
123,2013-05-17 12:23:33.333100,13
124,2013-05-17 17:08:43.020227,64
125,2013-05-17 19:36:10.356839,16
126,2013-05-17 21:11:59.520662,85
127,2013-05-17 21:13:13.439768,14
128,2013-05-18 12:52:13.346370,13
129,2013-05-19 03:50:50.990428,60
130,2013-05-19 07:50:13.166046,114
131,2013-05-19 08:23:07.078530,6
132,2013-05-19 16:39:36.489779,103
133,2013-05-19 17:44:39.296531,113
134,2013-05-20 00:01:43.595221,23
135,2013-05-20 05:11:20.700281,112
136,2013-05-20 08:22:54.279836,20
137,2013-05-20 10:16:04.138274,86
138,2013-05-20 12:12:21.806757,19
139,2013-05-20 12:49:03.940975,59
140,2013-05-20 14:38:16.217078,65
141,2013-05-20 17:49:00.589958,79
142,2013-05-20 20:06:11.060231,11
143,2013-05-21 23:42:49.438418,5
144,2013-05-22 03:10:00.604061,110
145,2013-05-22 04:48:52.101915,56
146,2013-05-22 14:55:25.629103,117
147,2013-05-22 21:05:25.795848,9
148,2013-05-22 21:29:04.890849,54
149,2013-05-22 21:44:04.345447,116
150,2013-05-23 01:36:27.264696,108
151,2013-05-23 06:19:23.923572,72
152,2013-05-23 10:19:40.998970,16
153,2013-05-23 16:00:34.019274,68
154,2013-05-23 17:00:42.200389,105
155,2013-05-23 18:52:58.301172,129
156,2013-05-24 07:02:54.950297,55
157,2013-05-24 12:03:41.757264,47
158,2013-05-24 13:15:34.641650,123
159,2013-05-24 16:17:44.350375,117
160,2013-05-24 22:01:25.850327,94
161,2013-05-25 04:49:58.820688,62
162,2013-05-26 00:25:35.689665,41
163,2013-05-26 05:38:58.309888,133
164,2013-05-26 06:15:51.024394,65
165,2013-05-26 11:46:33.521782,51
166,2013-05-26 13:18:11.737554,32
167,2013-05-26 15:06:44.844090,53
168,2013-05-26 15:51:11.229072,81
169,2013-05-26 16:21:57.177227,41
170,2013-05-26 22:13:55.622554,124
171,2013-05-27 00:04:17.579399,1
172,2013-05-27 02:20:17.114049,110
173,2013-05-28 03:44:13.130639,150
174,2013-05-28 12:18:00.697538,146
175,2013-05-29 00:41:31.982393,130
176,2013-05-29 01:34:27.613955,156
177,2013-05-29 12:31:06.101312,143
178,2013-05-29 14:02:15.058528,22
179,2013-05-29 16:07:52.463206,57
180,2013-05-29 16:41:02.725107,139
181,2013-05-29 18:14:01.569025,110
182,2013-05-29 21:00:03.960950,37
183,2013-05-30 07:17:00.180141,124
184,2013-05-30 16:16:05.731227,59
185,2013-05-30 17:53:14.327365,93
186,2013-05-30 23:43:02.965650,130
187,2013-05-30 23:55:11.629089,50
188,2013-05-31 02:52:52.298785,159
189,2013-05-31 03:16:57.102143,7
190,2013-05-31 04:00:27.336592,24
191,2013-05-31 05:04:28.732407,145
192,2013-05-31 16:31:13.554461,106
193,2013-05-31 17:33:59.944453,82
194,2013-05-31 22:08:44.531340,32
195,2013-06-01 00:33:37.445428,9
196,2013-06-01 08:19:18.705237,166
197,2013-06-01 12:01:28.055395,128
198,2013-06-01 12:53:45.395299,40
199,2013-06-02 01:36:48.357928,18
200,2013-06-02 11:24:49.384950,88
201,2013-06-02 13:24:02.186804,123
202,2013-06-02 15:20:47.647745,119
203,2013-06-02 16:54:53.447202,17
204,2013-06-02 19:26:22.791875,78
205,2013-06-02 20:13:47.722102,61
206,2013-06-02 20:45:46.764762,170
207,2013-06-03 00:29:18.165138,134
208,2013-06-03 01:34:09.000668,154
209,2013-06-03 01:59:43.612678,26
210,2013-06-03 06:03:40.301461,134
211,2013-06-03 09:39:47.949289,124
212,2013-06-03 12:43:35.221707,118
213,2013-06-03 18:32:39.512967,87
214,2013-06-03 23:02:16.438995,51
215,2013-06-04 02:48:51.318934,79
216,2013-06-04 05:34:39.126257,67
217,2013-06-04 08:54:06.113506,136
218,2013-06-04 11:21:21.206026,9
219,2013-06-04 12:02:42.866440,87
220,2013-06-04 13:54:45.972509,141
221,2013-06-04 14:00:52.456693,113
222,2013-06-04 18:42:03.020938,68
223,2013-06-04 20:59:08.806855,126
224,2013-06-05 18:49:35.528953,47
225,2013-06-06 00:26:24.367964,31
226,2013-06-06 01:53:50.206941,51
227,2013-06-06 02:55:10.761776,21
228,2013-06-06 04:10:22.439938,36
229,2013-06-06 04:44:12.391243,9
230,2013-06-06 11:18:46.689454,8
231,2013-06-06 12:17:22.668526,92
232,2013-06-06 12:47:45.481992,166
233,2013-06-06 14:16:42.321216,72
234,2013-06-06 18:43:37.901832,165
235,2013-06-06 22:54:45.170478,93
236,2013-06-07 00:57:01.409289,195
237,2013-06-07 08:10:58.582729,180
238,2013-06-07 09:15:40.936516,112
239,2013-06-08 02:07:47.941796,115
240,2013-06-08 05:57:07.280280,85
241,2013-06-08 06:18:51.255686,3
242,2013-06-08 11:31:09.492802,51
243,2013-06-08 13:50:25.226678,24
244,2013-06-08 14:29:56.792411,196
245,2013-06-08 16:36:46.329373,36
246,2013-06-08 22:06:42.204420,192
247,2013-06-09 06:55:25.857352,30
248,2013-06-09 07:01:24.341086,65
249,2013-06-09 07:23:58.615910,3
250,2013-06-09 10:16:07.825566,214
251,2013-06-09 11:59:06.598074,84
252,2013-06-09 14:21:22.124537,126
253,2013-06-09 19:07:32.373528,199
254,2013-06-09 19:46:27.818289,53
255,2013-06-09 20:33:27.544749,202
256,2013-06-10 06:33:39.903780,66
257,2013-06-10 07:49:17.925420,76
258,2013-06-10 16:48:31.181188,37
259,2013-06-10 23:34:13.964375,121
260,2013-06-11 10:12:32.514799,131
261,2013-06-12 10:19:14.020999,41
262,2013-06-12 13:49:10.668992,56
263,2013-06-14 07:43:50.192685,261
264,2013-06-14 21:21:37.529187,52
265,2013-06-14 23:07:03.408831,252
266,2013-06-15 01:45:19.422773,174
267,2013-06-15 08:44:05.421218,191
268,2013-06-15 09:05:24.478962,124
269,2013-06-15 10:57:31.405933,164
270,2013-06-15 13:49:31.819105,82
271,2013-06-15 16:49:04.355160,112
272,2013-06-15 18:56:02.099868,178
273,2013-06-15 19:06:32.521833,102
274,2013-06-15 21:43:57.131181,126
275,2013-06-16 06:25:58.083695,244
276,2013-06-16 11:47:29.278603,96
277,2013-06-16 18:54:41.785724,6
278,2013-06-16 19:23:39.516385,178
279,2013-06-16 22:38:15.105090,60
280,2013-06-16 23:06:32.409958,277
281,2013-06-17 18:22:47.085084,173
282,2013-06-17 19:02:02.018228,18
283,2013-06-17 20:38:12.179822,279
284,2013-06-17 22:01:33.076486,249
285,2013-06-18 02:32:28.459941,172
286,2013-06-18 05:35:33.343160,67
287,2013-06-19 13:22:52.769379,274
288,2013-06-20 23:33:23.063171,186
289,2013-06-21 00:28:31.397315,235
290,2013-06-21 19:17:04.409939,45
291,2013-06-22 00:13:25.165706,129
292,2013-06-22 03:13:06.588933,61
293,2013-06-22 07:15:09.707034,22
294,2013-06-22 14:40:18.888693,89
295,2013-06-22 15:32:45.728170,129
296,2013-06-22 19:16:58.712340,91
297,2013-06-22 19:57:33.140476,77
298,2013-06-22 20:14:22.956499,25
299,2013-06-22 20:29:58.890950,12
300,2013-06-23 02:21:02.338779,86
301,2013-06-23 06:51:40.060628,242
302,2013-06-23 07:25:30.020405,22
303,2013-06-23 08:36:19.957007,219
304,2013-06-23 11:18:20.713033,47
305,2013-06-23 21:13:03.200264,267
306,2013-06-23 22:33:12.496298,141
307,2013-06-24 00:00:31.485295,174
308,2013-06-24 10:57:41.873798,299
309,2013-06-24 12:46:43.991598,158
310,2013-06-24 15:28:40.862266,213
311,2013-06-24 23:05:45.999496,57
312,2013-06-25 03:54:12.207617,223
313,2013-06-25 08:17:31.208331,304
314,2013-06-25 08:23:05.291885,240
315,2013-06-25 09:59:23.522059,301
316,2013-06-25 10:30:34.322302,2
317,2013-06-25 17:35:56.100232,276
318,2013-06-25 18:01:04.299445,142
319,2013-06-25 18:02:57.355591,73
320,2013-06-25 18:44:26.261014,283
321,2013-06-26 00:38:24.137807,213
322,2013-06-26 08:37:28.328293,316
323,2013-06-26 15:55:43.068725,42
324,2013-06-26 17:08:53.122018,23
325,2013-06-26 17:21:52.931363,157
326,2013-06-26 17:50:21.261271,130
327,2013-06-26 18:30:33.609369,64
328,2013-06-26 19:04:49.006574,186
329,2013-06-26 19:09:54.500686,227
330,2013-06-26 21:50:33.721218,295
331,2013-06-26 22:43:16.369008,63
332,2013-06-26 22:46:51.510308,217
333,2013-06-27 07:16:17.945446,23
334,2013-06-27 14:10:42.885602,159
335,2013-06-27 22:58:36.435308,205
336,2013-06-28 02:08:03.423486,350
337,2013-06-28 07:50:39.797145,62
338,2013-06-28 08:15:22.714544,246
339,2013-06-28 10:28:25.116064,229
340,2013-06-28 18:17:50.514001,2
341,2013-06-28 20:10:33.439696,161
342,2013-06-28 21:40:57.040935,67
343,2013-06-29 05:17:45.371664,311
344,2013-06-29 07:40:42.019136,58
345,2013-06-29 08:59:50.415698,156
346,2013-06-29 09:10:25.745217,196
347,2013-06-29 13:54:18.329959,56
348,2013-06-29 15:03:37.508111,44
349,2013-06-29 17:43:49.209072,342
350,2013-06-30 00:53:01.742128,31
351,2013-06-30 02:17:38.476052,329
352,2013-06-30 06:30:11.572469,289
353,2013-06-30 15:45:38.764381,304
354,2013-07-01 03:28:03.325593,293
355,2013-07-01 04:35:06.230064,86
356,2013-07-01 06:30:28.146757,76
357,2013-07-01 09:12:58.628523,114
358,2013-07-01 12:13:11.247036,178
359,2013-07-01 18:52:15.057910,105
360,2013-07-01 21:26:44.980472,160
361,2013-07-01 22:39:52.480676,74
362,2013-07-01 22:42:42.868576,294
363,2013-07-01 23:48:29.904417,163
364,2013-07-02 06:45:32.807152,128
365,2013-07-02 22:30:22.584464,262
366,2013-07-02 22:54:20.293546,63
367,2013-07-03 02:13:26.551985,74
368,2013-07-03 07:04:49.510629,24
369,2013-07-03 13:38:20.751022,206
370,2013-07-03 13:55:30.511966,118
371,2013-07-03 18:05:42.879248,216
372,2013-07-03 23:56:39.998404,9
373,2013-07-04 02:40:59.323744,172
374,2013-07-04 06:33:15.732193,105
375,2013-07-04 07:10:26.955707,208
376,2013-07-04 10:55:34.597076,228
377,2013-07-04 11:55:01.338619,351
378,2013-07-04 12:48:37.033530,373
379,2013-07-04 14:43:20.065468,103
380,2013-07-04 17:12:54.063506,336
381,2013-07-04 17:40:24.143435,47
382,2013-07-04 21:03:33.183183,9
383,2013-07-04 21:43:52.824919,86
384,2013-07-05 13:13:19.888971,171
385,2013-07-05 14:41:50.031689,153
386,2013-07-05 17:10:00.982574,115
387,2013-07-05 18:45:10.538710,128
388,2013-07-05 20:57:37.604081,92
389,2013-07-06 13:23:12.832667,298
390,2013-07-07 15:25:09.324450,256
391,2013-07-08 11:48:48.724047,228
392,2013-07-08 12:17:44.169175,249
393,2013-07-08 16:23:35.991790,213
394,2013-07-08 19:46:14.596002,75
395,2013-07-08 21:03:24.383462,219
396,2013-07-09 12:18:25.385351,102
397,2013-07-09 13:54:56.740406,250
398,2013-07-10 00:44:43.523539,399
399,2013-07-10 00:57:42.442414,98
400,2013-07-10 01:50:22.331323,359
401,2013-07-10 04:34:54.000394,410
402,2013-07-10 05:03:26.818031,25
403,2013-07-10 05:14:59.300165,241
404,2013-07-10 08:34:27.970501,410
405,2013-07-10 12:06:19.622819,9
406,2013-07-10 13:20:21.493743,409
407,2013-07-10 15:58:55.513309,409
408,2013-07-10 17:35:21.774881,387
409,2013-07-11 01:25:17.380058,385
410,2013-07-11 01:44:38.602305,75
411,2013-07-11 05:04:56.476335,202
412,2013-07-11 07:04:53.584709,402
413,2013-07-11 07:19:04.290345,240
414,2013-07-11 10:59:59.341909,418
415,2013-07-11 14:20:36.742486,213
416,2013-07-11 16:16:34.847315,362
417,2013-07-11 16:49:45.239025,53
418,2013-07-11 17:04:22.258290,284
419,2013-07-11 19:54:58.635729,363
420,2013-07-12 09:31:47.578964,403
421,2013-07-12 11:31:17.866002,368
422,2013-07-12 12:29:05.023339,68
423,2013-07-12 17:36:50.003249,161
424,2013-07-12 18:14:28.320206,205
425,2013-07-13 00:24:11.014834,134
426,2013-07-13 01:34:41.912198,62
427,2013-07-13 11:04:23.212458,227
428,2013-07-13 11:32:08.228406,302
429,2013-07-13 13:14:19.271094,382
430,2013-07-13 15:09:59.543544,16
431,2013-07-13 20:34:13.335799,377
432,2013-07-13 21:04:42.050701,69
433,2013-07-13 22:10:38.045266,351
434,2013-07-14 02:37:05.437732,291
435,2013-07-14 06:12:02.616170,365
436,2013-07-14 19:55:43.429019,45
437,2013-07-14 22:16:59.040411,372
438,2013-07-15 08:07:47.270690,7
439,2013-07-15 16:29:32.762929,75
440,2013-07-15 17:37:19.708002,296
441,2013-07-15 18:40:38.375098,137
442,2013-07-15 18:50:58.602773,325
443,2013-07-15 19:45:36.795542,414
444,2013-07-15 23:20:35.749408,428
445,2013-07-16 02:23:55.778006,222
446,2013-07-16 02:44:32.728237,59
447,2013-07-16 03:19:24.373860,134
448,2013-07-16 04:12:57.215017,339
449,2013-07-16 04:16:02.730251,227
450,2013-07-16 06:39:58.608632,30
451,2013-07-16 10:36:10.584165,414
452,2013-07-16 12:14:18.372936,440
453,2013-07-16 15:54:49.842541,233
454,2013-07-16 16:30:37.547919,245
455,2013-07-16 21:35:09.570919,250
456,2013-07-17 02:26:28.262550,385
457,2013-07-17 05:33:32.494193,373
458,2013-07-17 12:14:41.302139,320
459,2013-07-17 14:38:25.926282,14
460,2013-07-17 20:29:22.671889,354
461,2013-07-17 21:19:35.792953,437
462,2013-07-17 22:59:56.511446,466
463,2013-07-17 23:34:44.121503,366
464,2013-07-18 06:03:24.710415,8
465,2013-07-18 07:38:05.078032,246
466,2013-07-18 10:02:37.794501,119
467,2013-07-18 11:34:52.994826,1
468,2013-07-18 12:56:25.798715,268
469,2013-07-18 20:14:23.788231,226
470,2013-07-18 21:12:40.997998,77
471,2013-07-18 21:13:31.744470,185
472,2013-07-18 21:23:16.387403,470
473,2013-07-18 22:17:53.940605,342
474,2013-07-18 23:20:41.003876,108
475,2013-07-18 23:46:15.612887,445
476,2013-07-19 00:55:37.490099,413
477,2013-07-19 04:31:35.115772,51
478,2013-07-19 05:25:34.355780,437
479,2013-07-20 00:53:18.973239,126
480,2013-07-20 04:53:28.363526,200
481,2013-07-20 08:03:29.746448,285
482,2013-07-20 09:11:34.208008,448
483,2013-07-20 09:44:43.842843,207
484,2013-07-20 12:20:40.324101,369
485,2013-07-20 12:25:11.743846,329
486,2013-07-20 16:21:23.049822,43
487,2013-07-20 17:29:43.153902,6
488,2013-07-20 18:35:26.756954,23
489,2013-07-20 18:47:18.412637,472
490,2013-07-20 22:18:06.702124,262
491,2013-07-21 19:03:02.749858,334
492,2013-07-22 00:19:08.547601,484
493,2013-07-22 00:52:32.482859,316
494,2013-07-22 04:08:52.771469,445
495,2013-07-22 09:05:24.947729,48
496,2013-07-22 19:48:25.670329,383
497,2013-07-22 23:16:25.378055,366
498,2013-07-23 00:51:44.307185,390
499,2013-07-23 00:57:41.535029,266
500,2013-07-23 01:54:41.842716,349
501,2013-07-23 04:58:14.334996,395
502,2013-07-23 05:47:56.097575,181
503,2013-07-23 10:57:21.034910,381
504,2013-07-23 14:02:12.504830,10
505,2013-07-23 16:15:13.857954,490
506,2013-07-23 20:19:20.846072,138
507,2013-07-23 20:39:26.785190,486
508,2013-07-23 21:08:36.164615,10
509,2013-07-23 21:26:33.816339,305
510,2013-07-23 22:08:13.026885,370
511,2013-07-23 22:59:53.333239,350
512,2013-07-23 23:39:35.520112,212
513,2013-07-24 01:41:02.681054,131
514,2013-07-24 01:59:53.627429,301
515,2013-07-24 04:52:23.680469,239
516,2013-07-24 07:36:25.160255,212
517,2013-07-24 09:37:37.354867,221
518,2013-07-24 11:41:40.288377,80
519,2013-07-24 13:46:12.129405,337
520,2013-07-24 17:50:10.064696,372
521,2013-07-24 18:18:36.357106,79
522,2013-07-24 19:40:46.447742,360
523,2013-07-24 19:43:00.525741,58
524,2013-07-24 21:01:26.838416,183
525,2013-07-25 00:31:31.061747,450
526,2013-07-25 01:58:29.216212,182
527,2013-07-25 02:50:18.024651,65
528,2013-07-25 07:33:04.263461,466
529,2013-07-25 08:20:36.152687,4
530,2013-07-25 10:44:56.415206,247
531,2013-07-25 13:55:48.257956,430
532,2013-07-25 16:24:19.657344,300
533,2013-07-25 16:34:37.404399,20
534,2013-07-25 17:17:21.499070,406
535,2013-07-25 18:49:29.041138,167
536,2013-07-25 21:18:51.272009,158
537,2013-07-26 01:25:08.133076,65
538,2013-07-26 10:18:33.730712,378
539,2013-07-26 23:23:40.217849,417
540,2013-07-27 01:34:07.423427,325
541,2013-07-27 03:44:09.737397,81
542,2013-07-27 05:18:35.458429,113
543,2013-07-27 05:36:42.182393,168
544,2013-07-27 08:42:32.762450,44
545,2013-07-27 10:40:11.831874,302
546,2013-07-27 10:42:44.019231,319
547,2013-07-27 10:48:17.236517,231
548,2013-07-27 15:26:35.359447,503
549,2013-07-27 15:59:48.576144,208
550,2013-07-27 18:04:50.267439,29
551,2013-07-28 00:17:03.620378,18
552,2013-07-28 01:33:18.273554,136
553,2013-07-28 04:57:50.405730,529
554,2013-07-28 06:09:22.141642,164
555,2013-07-28 07:48:33.988878,304
556,2013-07-28 17:57:41.484863,166
557,2013-07-29 03:10:29.404731,407
558,2013-07-29 04:15:24.833253,226
559,2013-07-29 04:57:50.954070,320
560,2013-07-29 07:41:36.892773,143
561,2013-07-29 08:55:47.835513,283
562,2013-07-29 10:19:15.934247,193
563,2013-07-29 13:39:47.890234,18
564,2013-07-29 13:56:42.233647,284
565,2013-07-29 16:09:41.913353,252
566,2013-07-29 18:25:34.227105,173
567,2013-07-29 20:00:31.579034,306
568,2013-07-29 20:52:23.198466,436
569,2013-07-29 22:22:38.712539,538
570,2013-07-30 15:59:02.382000,252
571,2013-07-30 16:38:31.503540,566
572,2013-07-31 11:07:37.328426,470
573,2013-07-31 13:33:08.594424,103
574,2013-08-01 02:05:49.502271,176
575,2013-08-01 03:18:22.854180,193
576,2013-08-01 08:54:15.990770,307
577,2013-08-01 09:03:58.535165,318
578,2013-08-01 10:16:59.476171,15
579,2013-08-01 11:12:48.258677,367
580,2013-08-01 11:26:27.056026,419
581,2013-08-01 12:47:24.064607,72
582,2013-08-01 15:32:51.395654,457
583,2013-08-01 21:27:16.088040,83
584,2013-08-01 21:48:15.236099,540
585,2013-08-01 23:44:06.152306,180
586,2013-08-02 01:01:01.167156,196
587,2013-08-02 01:14:44.355155,545
588,2013-08-02 03:44:13.894157,481
589,2013-08-02 04:13:53.983503,461
590,2013-08-02 04:37:04.752602,378
591,2013-08-02 05:57:15.368604,216
592,2013-08-02 06:18:32.066714,323
593,2013-08-02 07:07:50.502767,287
594,2013-08-02 07:27:52.332166,285
595,2013-08-02 08:58:21.159326,414
596,2013-08-02 14:02:56.045121,30
597,2013-08-02 17:22:33.514233,533
598,2013-08-02 21:08:05.842601,395
599,2013-08-02 21:26:40.012665,425
600,2013-08-02 22:52:43.823839,533
601,2013-08-02 23:51:26.160710,375
602,2013-08-03 03:20:27.551740,129
603,2013-08-03 03:24:55.485338,561
604,2013-08-03 10:58:59.260634,189
605,2013-08-03 13:57:49.112576,333
606,2013-08-03 14:18:01.215933,207
607,2013-08-03 16:54:30.179159,172
608,2013-08-04 00:59:20.173320,190
609,2013-08-04 08:44:50.994562,60
610,2013-08-04 09:50:15.943631,239
611,2013-08-04 15:59:40.477527,591
612,2013-08-04 18:20:21.906567,473
613,2013-08-04 21:31:10.197572,299
614,2013-08-05 02:16:18.075159,317
615,2013-08-05 08:39:50.616551,320
616,2013-08-05 13:04:20.784834,581
617,2013-08-05 13:15:18.489704,550
618,2013-08-05 13:29:08.820767,11
619,2013-08-05 14:49:44.301180,95
620,2013-08-05 16:03:14.293884,75
621,2013-08-05 16:24:47.750861,533
622,2013-08-06 23:11:21.317761,352
623,2013-08-07 03:21:52.116491,276
624,2013-08-07 03:48:48.973794,24
625,2013-08-07 08:11:07.330944,5
626,2013-08-07 10:14:59.005758,151
627,2013-08-07 11:12:08.485316,612
628,2013-08-07 11:49:40.240533,65
629,2013-08-07 14:46:09.670799,457
630,2013-08-07 17:54:45.019545,478
631,2013-08-07 20:54:32.644374,412
632,2013-08-07 22:15:02.799503,514
633,2013-08-08 05:05:19.404127,336
634,2013-08-08 07:15:53.721735,192
635,2013-08-08 17:46:49.932203,555
636,2013-08-09 14:20:06.395087,603
637,2013-08-09 17:50:49.088570,588
638,2013-08-11 17:06:53.407061,392
639,2013-08-11 22:44:58.142131,528
640,2013-08-12 02:06:43.119920,87
641,2013-08-12 03:44:56.281780,119
642,2013-08-12 10:37:42.705926,355
643,2013-08-12 11:28:10.882373,376
644,2013-08-12 13:08:34.085283,594
645,2013-08-12 20:41:45.570971,198
646,2013-08-12 23:48:08.377492,2
647,2013-08-13 01:25:58.723821,428
648,2013-08-13 01:48:34.305391,596
649,2013-08-13 02:44:52.785039,95
650,2013-08-13 08:14:32.366216,398
651,2013-08-13 09:47:18.757659,158
652,2013-08-13 10:00:37.965668,594
653,2013-08-13 12:27:37.767550,231
654,2013-08-13 14:32:19.118755,216
655,2013-08-13 16:24:41.152530,370
656,2013-08-13 17:46:22.312214,105
657,2013-08-13 19:02:53.879909,333
658,2013-08-13 19:54:40.089767,419
659,2013-08-13 20:49:16.807259,302
660,2013-08-13 21:01:45.879313,206
661,2013-08-13 22:54:53.148156,488
662,2013-08-13 23:43:18.453303,181
663,2013-08-14 07:46:33.047451,543
664,2013-08-14 09:47:12.261071,631
665,2013-08-14 10:37:11.375039,550
666,2013-08-14 14:18:11.203267,255
667,2013-08-14 14:55:03.028092,213
668,2013-08-14 15:01:30.120763,492
669,2013-08-14 15:39:39.585544,72
670,2013-08-14 17:52:12.338414,588
671,2013-08-14 19:29:16.719150,339
672,2013-08-14 19:47:39.022300,376
673,2013-08-14 20:32:01.182880,435
674,2013-08-14 22:34:44.898195,437
675,2013-08-14 23:50:54.654787,60
676,2013-08-15 00:53:03.110924,567
677,2013-08-15 02:42:53.848275,179
678,2013-08-15 07:14:14.911303,87
679,2013-08-15 08:20:10.663233,114
680,2013-08-15 08:45:13.926322,254
681,2013-08-15 10:29:16.416194,210
682,2013-08-15 10:41:36.992988,637
683,2013-08-15 11:27:00.323956,506
684,2013-08-15 12:54:34.382086,136
685,2013-08-15 13:03:16.963165,200
686,2013-08-15 13:40:36.689265,258
687,2013-08-15 17:21:44.174482,377
688,2013-08-15 18:20:21.262775,628
689,2013-08-15 21:37:24.562103,671
690,2013-08-15 22:20:47.232132,35
691,2013-08-16 23:33:55.715303,695
692,2013-08-17 08:19:55.618290,148
693,2013-08-17 08:22:08.314221,68
694,2013-08-17 09:01:56.075854,315
695,2013-08-17 20:10:15.860984,227
696,2013-08-17 20:16:00.727667,525
697,2013-08-18 04:25:08.334541,87
698,2013-08-18 04:35:53.753560,507
699,2013-08-18 07:58:58.712624,663
