id,date,refer_id,referred_id
57,2013-05-04 23:38:59.534316,33,8
58,2013-05-04 23:47:08.835414,24,8
59,2013-05-05 05:22:39.461869,40,13
60,2013-05-05 08:32:52.560219,40,33
61,2013-05-05 14:18:48.324299,41,1
62,2013-05-05 14:32:37.456099,29,28
63,2013-05-05 15:29:49.482697,38,5
64,2013-05-05 17:47:33.009833,3,35
65,2013-05-05 21:49:27.160771,39,1
66,2013-05-09 02:52:18.028298,28,28
67,2013-05-10 10:59:44.017506,7,37
68,2013-05-10 11:28:03.874838,37,11
69,2013-05-10 12:54:55.925761,27,38
70,2013-05-10 15:10:01.834318,64,21
71,2013-05-10 16:03:33.928386,45,24
72,2013-05-10 16:04:00.681685,24,25
73,2013-05-10 22:00:20.751566,5,29
74,2013-05-10 22:35:11.912745,57,45
75,2013-05-10 22:47:52.295774,24,52
76,2013-05-11 06:22:14.212844,71,72
77,2013-05-11 08:14:29.539813,38,25
78,2013-05-11 22:22:23.498147,71,30
79,2013-05-12 00:47:44.949272,43,16
80,2013-05-12 01:23:35.396491,68,28
81,2013-05-12 10:13:57.772496,33,60
82,2013-05-12 11:35:39.637908,14,52
83,2013-05-12 15:05:41.126242,43,66
84,2013-05-12 17:18:20.623369,75,9
85,2013-05-12 19:39:06.153907,21,71
86,2013-05-13 01:04:41.447832,71,6
87,2013-05-13 01:09:37.991477,64,63
88,2013-05-13 01:14:41.633306,44,80
89,2013-05-13 01:31:35.703104,55,45
90,2013-05-13 13:49:04.093854,14,17
91,2013-05-13 14:07:16.440358,80,34
92,2013-05-13 19:53:16.386689,66,68
93,2013-05-15 00:47:07.902821,40,54
94,2013-05-15 01:09:02.735992,48,15
95,2013-05-15 02:44:10.539228,41,60
96,2013-05-15 04:32:32.103298,55,51
97,2013-05-15 08:49:56.552421,53,85
98,2013-05-15 10:18:08.557528,67,47
99,2013-05-15 10:26:51.601073,3,27
100,2013-05-15 20:11:47.479951,46,8
101,2013-05-15 21:56:17.331371,6,31
102,2013-05-16 17:56:48.656218,49,52
103,2013-05-17 00:08:57.589442,63,12
104,2013-05-17 00:35:41.756819,22,19
105,2013-05-17 00:49:15.564230,28,23
106,2013-05-17 01:10:14.815672,38,73
107,2013-05-17 04:41:51.555069,88,16
108,2013-05-17 14:00:58.865419,23,9
109,2013-05-17 15:38:21.561095,46,34
110,2013-05-17 21:40:33.492362,28,45
111,2013-05-18 04:02:48.175332,43,26
112,2013-05-18 04:12:57.085907,96,62
113,2013-05-18 15:41:00.533068,12,49
114,2013-05-18 19:46:50.715873,14,1
115,2013-05-18 20:51:54.289379,34,96
116,2013-05-19 02:57:27.467972,60,20
117,2013-05-19 05:04:21.534305,11,31
118,2013-05-19 05:10:50.673731,38,90
119,2013-05-19 06:19:19.683470,113,76
120,2013-05-19 08:13:36.855529,55,109
121,2013-05-19 12:16:45.436685,21,76
122,2013-05-19 12:56:53.425982,20,111
123,2013-05-19 14:04:32.519707,1,15
124,2013-05-19 15:00:31.788917,5,93
125,2013-05-19 20:04:51.509872,90,108
126,2013-05-21 19:24:34.326197,30,70
127,2013-05-22 01:33:12.071229,92,99
128,2013-05-22 01:40:05.112634,19,76
129,2013-05-22 01:42:02.437929,108,2
130,2013-05-22 09:56:57.086248,45,104
131,2013-05-22 13:03:52.510716,86,40
132,2013-05-22 23:37:33.228508,83,6
133,2013-05-23 07:13:51.828575,101,120
134,2013-05-23 07:22:26.337249,80,108
135,2013-05-23 11:19:35.872523,10,88
136,2013-05-23 12:38:18.612550,13,39
137,2013-05-24 06:28:34.675859,34,115
138,2013-05-24 06:48:52.893731,113,78
139,2013-05-24 09:16:39.436360,42,80
140,2013-05-24 11:24:01.201192,31,112
141,2013-05-24 12:56:44.175644,74,35
142,2013-05-24 13:01:25.265590,64,76
143,2013-05-24 14:55:58.674982,101,115
144,2013-05-24 20:44:57.587007,1,91
145,2013-05-24 21:00:39.876690,65,88
146,2013-05-24 22:44:16.088844,108,16
147,2013-05-25 23:56:37.533692,99,63
148,2013-05-26 00:22:05.488196,7,4
149,2013-05-26 05:35:26.680416,109,133
150,2013-05-26 07:27:23.778565,72,110
151,2013-05-26 17:56:18.447623,28,96
152,2013-05-27 02:37:32.708013,14,26
153,2013-05-27 04:50:49.206597,6,77
154,2013-05-27 07:53:01.680273,95,153
155,2013-05-27 08:22:56.552533,148,139
156,2013-05-27 11:43:50.130881,136,16
157,2013-05-27 16:42:37.742659,65,90
158,2013-05-27 19:48:37.095893,98,50
159,2013-05-27 21:29:08.131370,139,155
160,2013-05-28 00:43:45.100879,94,135
161,2013-05-28 18:33:46.640490,75,65
162,2013-05-29 01:58:55.320315,89,162
163,2013-05-29 04:49:14.192999,147,154
164,2013-05-29 07:22:43.243120,79,29
165,2013-05-29 09:34:03.325634,48,9
166,2013-05-29 14:25:42.894565,110,54
167,2013-05-29 17:01:06.079494,139,34
168,2013-05-29 20:52:22.521612,96,20
169,2013-05-30 00:22:24.067237,48,98
170,2013-05-30 02:42:19.591904,7,154
171,2013-05-30 02:50:06.426908,74,37
172,2013-05-30 13:11:01.789676,130,137
173,2013-05-30 14:15:14.041631,91,73
174,2013-05-30 18:14:34.054857,161,136
175,2013-05-30 20:00:46.691712,60,110
176,2013-05-30 22:21:57.700493,161,67
177,2013-05-30 23:32:10.054924,78,63
178,2013-05-31 04:00:32.023827,49,46
179,2013-05-31 05:08:03.504957,13,99
180,2013-05-31 15:32:30.416135,94,81
181,2013-05-31 17:36:45.730720,169,21
182,2013-05-31 18:32:37.676898,6,67
183,2013-05-31 23:53:55.066486,137,73
184,2013-06-01 07:05:41.555542,117,95
185,2013-06-01 23:36:18.801250,14,30
186,2013-06-02 03:36:42.093826,138,72
187,2013-06-02 04:02:30.974953,61,44
188,2013-06-02 04:26:49.306379,131,66
189,2013-06-02 07:43:36.217227,10,3
190,2013-06-03 00:03:12.974926,49,113
191,2013-06-03 02:48:01.637161,40,39
192,2013-06-03 03:19:21.048835,164,176
193,2013-06-03 03:54:26.867577,155,151
194,2013-06-03 05:20:29.903979,65,159
195,2013-06-03 05:41:18.196578,150,127
196,2013-06-03 11:23:19.542609,54,5
197,2013-06-03 15:05:44.684591,62,66
198,2013-06-03 16:23:40.847198,52,126
199,2013-06-03 17:09:06.324625,33,110
200,2013-06-03 19:17:54.812310,62,162
201,2013-06-03 23:55:15.171132,82,126
202,2013-06-04 02:00:42.605340,18,102
203,2013-06-04 07:01:56.232937,32,5
204,2013-06-04 07:26:49.912809,95,21
205,2013-06-04 09:43:51.323386,91,157
206,2013-06-04 10:01:23.390904,95,84
207,2013-06-04 14:20:30.029480,35,26
208,2013-06-04 16:40:59.060051,55,60
209,2013-06-04 17:58:18.441981,156,36
210,2013-06-04 19:00:51.476270,29,20
211,2013-06-04 21:56:01.840938,165,44
212,2013-06-04 22:32:57.869634,115,33
213,2013-06-05 00:30:21.656662,72,37
214,2013-06-05 03:30:28.758213,49,163
215,2013-06-05 08:32:25.624516,21,133
216,2013-06-05 10:18:13.031813,123,143
217,2013-06-05 12:02:58.896735,139,103
218,2013-06-05 12:06:19.836684,49,70
219,2013-06-05 13:31:52.603601,23,52
220,2013-06-05 14:28:14.388067,112,33
221,2013-06-05 15:31:39.904861,156,40
222,2013-06-05 19:14:33.625641,134,116
223,2013-06-06 23:31:26.661774,76,10
224,2013-06-07 07:14:11.208035,140,83
225,2013-06-07 15:23:40.977923,144,133
226,2013-06-07 20:01:04.628927,3,137
227,2013-06-07 22:04:48.843140,116,198
228,2013-06-08 01:25:12.583883,140,120
229,2013-06-08 02:50:22.455928,105,35
230,2013-06-08 03:07:36.637204,72,1
231,2013-06-08 05:37:08.792308,94,188
232,2013-06-08 09:36:24.770915,96,78
233,2013-06-08 12:06:58.389366,27,124
234,2013-06-08 14:48:37.685697,50,109
235,2013-06-08 16:47:47.462658,19,144
236,2013-06-08 17:26:15.466294,68,60
237,2013-06-08 18:25:33.929421,99,154
238,2013-06-08 18:59:08.596436,170,173
239,2013-06-08 22:42:00.177489,167,14
240,2013-06-08 23:44:35.501344,89,46
241,2013-06-09 02:06:43.976510,199,189
242,2013-06-09 05:05:33.970867,184,102
243,2013-06-09 06:32:13.360860,97,134
244,2013-06-09 08:45:22.022993,16,198
245,2013-06-09 08:52:52.133893,33,67
246,2013-06-09 09:57:21.854709,40,19
247,2013-06-09 12:32:08.941093,199,178
248,2013-06-09 14:37:49.245463,76,35
249,2013-06-09 16:40:49.994918,48,118
250,2013-06-09 23:21:07.106458,102,109
251,2013-06-09 23:39:05.440266,180,216
252,2013-06-10 04:07:27.653096,112,96
253,2013-06-10 04:09:19.062984,102,39
254,2013-06-10 07:18:20.895435,91,143
255,2013-06-10 08:27:07.290707,135,226
256,2013-06-10 11:10:24.400060,53,125
257,2013-06-10 12:33:36.561507,88,65
258,2013-06-10 17:46:24.251743,5,59
259,2013-06-10 20:30:18.723320,81,135
260,2013-06-10 20:57:47.261322,160,104
261,2013-06-12 05:56:03.830518,189,108
262,2013-06-12 06:10:38.166593,83,113
263,2013-06-12 11:01:12.094365,227,172
264,2013-06-12 17:43:45.179247,193,80
265,2013-06-12 18:47:10.533768,52,164
266,2013-06-12 19:03:33.758354,162,96
267,2013-06-12 22:42:07.189228,118,86
268,2013-06-13 00:02:16.847380,225,150
269,2013-06-13 01:00:47.348555,241,96
270,2013-06-13 01:18:50.943974,37,62
271,2013-06-13 07:04:46.923047,185,134
272,2013-06-13 11:39:50.758125,96,219
273,2013-06-13 13:21:28.388290,88,74
274,2013-06-13 13:47:26.181219,193,115
275,2013-06-13 14:55:23.777703,253,252
276,2013-06-13 17:20:48.490197,25,147
277,2013-06-13 19:43:59.034422,252,212
278,2013-06-13 20:30:42.701272,236,194
279,2013-06-13 21:01:59.134495,165,50
280,2013-06-14 05:15:04.046510,258,141
281,2013-06-14 12:05:38.362775,9,186
282,2013-06-14 22:57:09.650749,235,1
283,2013-06-15 02:53:38.616417,24,182
284,2013-06-15 07:07:56.632182,163,35
285,2013-06-15 16:00:41.080160,237,120
286,2013-06-16 13:11:33.796974,19,245
287,2013-06-17 09:33:23.813330,68,36
288,2013-06-17 13:51:16.638404,53,34
289,2013-06-17 15:24:40.081803,143,231
290,2013-06-17 19:16:30.762759,218,179
291,2013-06-18 11:24:43.794066,182,268
292,2013-06-18 12:12:39.115254,170,246
293,2013-06-19 02:00:44.348793,102,101
294,2013-06-19 02:10:19.144754,211,219
295,2013-06-19 05:58:03.776641,263,117
296,2013-06-19 08:25:12.602353,7,214
297,2013-06-19 09:19:29.796932,122,180
298,2013-06-19 10:01:49.301581,149,128
299,2013-06-19 10:19:40.046021,235,36
300,2013-06-19 13:59:07.020062,121,211
301,2013-06-19 16:43:06.557272,131,182
302,2013-06-19 18:31:34.830347,289,136
303,2013-06-19 21:27:29.275331,237,165
304,2013-06-20 08:14:46.842485,291,225
305,2013-06-20 11:11:41.675005,72,1
306,2013-06-20 11:48:43.620636,237,296
307,2013-06-20 18:20:58.364491,91,88
308,2013-06-20 18:50:18.568247,139,233
309,2013-06-20 21:57:52.852412,4,218
310,2013-06-21 00:03:12.946423,262,268
311,2013-06-22 05:15:39.200800,281,68
312,2013-06-22 05:23:00.782343,244,36
313,2013-06-22 06:26:29.483553,174,88
314,2013-06-22 16:21:17.183869,149,162
315,2013-06-22 20:38:24.165662,178,71
316,2013-06-22 22:44:18.985590,308,293
317,2013-06-23 00:01:44.454755,153,35
318,2013-06-23 07:10:24.664950,131,227
319,2013-06-23 10:01:03.245351,160,69
320,2013-06-23 16:11:52.074508,289,83
321,2013-06-23 22:41:26.493007,222,130
322,2013-06-23 22:51:13.241582,285,85
323,2013-06-23 23:30:32.512382,289,309
324,2013-06-24 02:37:34.292556,119,335
325,2013-06-24 06:17:31.777042,281,62
326,2013-06-24 07:55:06.372762,282,290
327,2013-06-24 08:46:42.537182,99,317
328,2013-06-24 10:40:52.265355,202,208
329,2013-06-24 11:55:08.721163,168,184
330,2013-06-24 14:30:10.251772,119,111
331,2013-06-24 14:42:50.671932,35,42
332,2013-06-24 17:42:50.860854,263,204
333,2013-06-24 20:15:00.898118,10,279
334,2013-06-24 21:21:46.811602,190,181
335,2013-06-24 23:48:58.181122,232,207
336,2013-06-25 06:47:58.210271,290,90
337,2013-06-25 12:16:58.822743,237,52
338,2013-06-25 14:14:40.192523,87,215
339,2013-06-25 20:41:25.058229,182,288
340,2013-06-27 11:36:31.401347,35,331
341,2013-06-27 13:43:26.827079,188,178
342,2013-06-28 01:05:57.517995,58,191
343,2013-06-28 02:05:49.609656,339,208
344,2013-06-28 03:16:11.256915,189,240
345,2013-06-28 05:26:25.134804,263,30
346,2013-06-28 12:48:20.342550,238,201
347,2013-06-28 14:28:02.297166,360,132
348,2013-06-28 14:30:02.821410,66,247
349,2013-06-29 03:25:55.852010,92,38
350,2013-06-29 05:01:18.922398,139,287
351,2013-06-29 06:59:51.123411,237,279
352,2013-06-29 20:48:25.952190,76,161
353,2013-06-30 00:26:02.567993,181,174
354,2013-06-30 03:27:40.628946,323,249
355,2013-06-30 06:06:26.035840,275,192
356,2013-06-30 09:02:04.378780,63,258
357,2013-06-30 09:25:35.942197,303,229
358,2013-06-30 23:48:12.668686,258,123
359,2013-07-01 00:40:35.018658,61,203
360,2013-07-01 06:04:55.231363,170,263
361,2013-07-01 06:49:28.762379,281,246
362,2013-07-01 08:25:14.302420,351,59
363,2013-07-01 09:03:01.603559,94,179
364,2013-07-01 10:15:56.611780,296,3
365,2013-07-01 10:20:09.779211,28,156
366,2013-07-01 13:53:29.767098,135,104
367,2013-07-02 00:14:58.388254,344,362
368,2013-07-02 09:59:31.331954,282,219
369,2013-07-02 10:10:49.587161,69,19
370,2013-07-02 18:33:26.732093,42,275
371,2013-07-02 22:33:16.375469,85,216
372,2013-07-03 02:05:35.309805,380,107
373,2013-07-03 03:40:23.704443,115,334
374,2013-07-03 07:39:24.295928,76,286
375,2013-07-03 08:07:56.661082,328,304
376,2013-07-03 13:51:28.666924,295,129
377,2013-07-03 17:53:02.451027,164,164
378,2013-07-03 18:28:05.757035,101,281
379,2013-07-03 19:28:40.317613,133,217
380,2013-07-03 20:26:51.117893,78,330
381,2013-07-03 21:21:43.876419,261,57
382,2013-07-04 01:00:36.017298,10,356
383,2013-07-04 04:39:55.601417,94,255
384,2013-07-04 06:52:56.922618,144,232
385,2013-07-04 08:22:44.686405,372,61
386,2013-07-04 08:24:26.674221,268,349
387,2013-07-04 12:29:10.376130,209,256
388,2013-07-04 13:45:12.877541,236,58
389,2013-07-04 13:51:16.762840,33,121
390,2013-07-04 17:05:33.106558,163,1
391,2013-07-04 19:58:46.253920,369,151
392,2013-07-04 21:44:56.115659,112,202
393,2013-07-04 23:15:51.334489,39,15
394,2013-07-04 23:31:28.188810,275,112
395,2013-07-05 05:14:41.629893,182,369
396,2013-07-05 06:38:50.561597,322,303
397,2013-07-05 08:36:05.152807,384,111
398,2013-07-05 09:30:08.221513,275,355
399,2013-07-05 13:26:36.128573,77,279
400,2013-07-05 15:01:23.199379,77,50
401,2013-07-05 19:27:49.538458,17,183
402,2013-07-06 04:42:37.725252,76,354
403,2013-07-06 05:51:49.744383,4,352
404,2013-07-06 06:49:31.837422,95,341
405,2013-07-06 07:51:49.805393,79,135
406,2013-07-06 08:32:05.697391,8,239
407,2013-07-06 09:32:59.928477,334,174
408,2013-07-06 13:37:25.123099,390,336
409,2013-07-06 14:30:30.635166,120,386
410,2013-07-06 17:20:06.213051,394,193
411,2013-07-06 19:17:13.061224,308,394
412,2013-07-06 19:58:00.876231,381,122
413,2013-07-06 21:42:07.403573,237,301
414,2013-07-07 04:50:25.975241,140,306
415,2013-07-07 07:43:43.856542,91,287
416,2013-07-07 11:14:09.747734,175,345
417,2013-07-07 12:30:23.688287,371,377
418,2013-07-07 19:03:58.335321,183,301
419,2013-07-07 23:33:27.510456,372,156
420,2013-07-08 01:03:38.075048,123,137
421,2013-07-08 13:54:29.125836,269,295
422,2013-07-08 16:26:12.007874,143,213
423,2013-07-08 17:58:38.040768,77,297
424,2013-07-08 19:37:49.748205,7,279
425,2013-07-08 22:44:59.116942,231,53
426,2013-07-09 04:59:21.621767,98,49
427,2013-07-09 05:38:37.048633,293,32
428,2013-07-09 05:50:36.153796,255,145
429,2013-07-09 08:17:10.099359,332,162
430,2013-07-09 10:06:10.629551,228,251
431,2013-07-09 12:35:55.306359,141,290
432,2013-07-09 21:34:52.731877,244,229
433,2013-07-10 05:34:30.835779,182,57
434,2013-07-10 07:38:27.026998,279,259
435,2013-07-10 15:49:01.529373,136,89
436,2013-07-10 18:19:30.576293,416,283
437,2013-07-10 20:24:29.821767,310,204
438,2013-07-10 21:03:14.425391,359,147
439,2013-07-10 23:54:34.321250,390,368
440,2013-07-11 01:50:34.146423,405,122
441,2013-07-11 06:57:33.020555,102,151
442,2013-07-11 11:27:12.861725,316,147
443,2013-07-11 13:00:56.647783,360,293
444,2013-07-11 13:56:59.465122,412,115
445,2013-07-11 14:51:07.062967,1,320
446,2013-07-11 15:32:58.318467,261,352
447,2013-07-11 16:28:19.009157,41,174
448,2013-07-11 21:31:47.382508,266,410
449,2013-07-12 01:25:55.513575,284,190
450,2013-07-12 04:35:13.261777,92,244
451,2013-07-12 10:29:18.155120,11,272
452,2013-07-12 15:16:14.433464,91,266
453,2013-07-12 19:46:50.986544,60,85
454,2013-07-12 19:54:01.229075,292,144
455,2013-07-12 20:00:35.425456,121,120
456,2013-07-12 21:56:46.659531,269,298
457,2013-07-13 05:11:30.398111,338,165
458,2013-07-13 07:48:53.926697,90,283
459,2013-07-13 13:32:57.301637,91,55
460,2013-07-13 14:05:04.389215,144,4
461,2013-07-13 20:22:37.981094,422,221
462,2013-07-13 20:55:05.680464,188,145
463,2013-07-13 21:11:30.497335,355,92
464,2013-07-14 04:22:14.217422,264,370
465,2013-07-14 04:56:28.997359,55,69
466,2013-07-14 05:56:00.249012,204,144
467,2013-07-14 07:19:19.034318,273,366
468,2013-07-14 08:21:44.412853,431,255
469,2013-07-14 09:38:09.859972,145,23
470,2013-07-14 10:19:56.060245,113,180
471,2013-07-14 10:27:43.911621,278,253
472,2013-07-14 12:17:24.124440,436,381
473,2013-07-14 12:55:59.273879,438,412
474,2013-07-14 15:07:48.270056,285,322
475,2013-07-14 20:13:32.836159,5,234
476,2013-07-15 01:19:29.390536,425,422
477,2013-07-15 05:29:52.066491,151,39
478,2013-07-15 05:32:51.379771,262,357
479,2013-07-15 07:59:20.113208,15,380
480,2013-07-15 10:02:15.523674,395,70
481,2013-07-15 10:08:42.276608,254,418
482,2013-07-15 11:38:06.826712,404,43
483,2013-07-15 15:53:13.403105,265,423
484,2013-07-15 16:33:28.846111,315,447
485,2013-07-15 17:35:18.449080,325,49
486,2013-07-15 23:09:27.078601,115,123
487,2013-07-16 00:31:03.978711,173,213
488,2013-07-16 03:51:59.766586,58,134
489,2013-07-16 04:02:57.281385,45,341
490,2013-07-16 05:56:23.147241,10,279
491,2013-07-16 10:05:33.037249,125,108
492,2013-07-16 11:41:49.648456,298,86
493,2013-07-16 12:34:42.487771,110,226
494,2013-07-16 14:09:04.948313,343,460
495,2013-07-16 14:36:41.121698,341,465
496,2013-07-16 16:56:46.158852,44,47
497,2013-07-16 17:26:20.979712,113,69
498,2013-07-16 19:27:24.356522,137,1
499,2013-07-16 22:37:15.602810,193,128
500,2013-07-17 02:22:26.322670,26,395
501,2013-07-17 04:34:15.356837,376,128
502,2013-07-17 04:52:14.468646,315,432
503,2013-07-17 05:55:06.622288,8,363
504,2013-07-17 12:14:36.281801,85,252
505,2013-07-17 13:27:46.735948,81,172
506,2013-07-17 15:20:20.919942,409,446
507,2013-07-19 00:10:17.844299,309,86
508,2013-07-19 04:12:00.301396,142,306
509,2013-07-19 05:40:44.448657,248,283
510,2013-07-19 07:04:32.229840,254,289
511,2013-07-19 08:06:15.968555,238,22
512,2013-07-19 09:33:29.405534,193,433
513,2013-07-19 09:36:08.175420,215,1
514,2013-07-19 11:44:28.825166,195,413
515,2013-07-19 12:07:08.490566,383,151
516,2013-07-19 12:10:02.368668,69,21
517,2013-07-20 00:40:16.870394,483,228
518,2013-07-20 05:15:56.270352,451,160
519,2013-07-20 11:01:25.350888,48,278
520,2013-07-20 20:19:58.371324,245,133
521,2013-07-21 03:57:14.233951,506,143
522,2013-07-21 14:59:35.833034,495,282
523,2013-07-22 04:56:31.768403,91,407
524,2013-07-22 05:10:02.386080,178,455
525,2013-07-22 14:35:49.473829,432,86
526,2013-07-23 01:49:37.264619,137,333
527,2013-07-23 03:12:04.560650,444,64
528,2013-07-23 03:31:49.224462,115,169
529,2013-07-23 07:00:12.584663,256,174
530,2013-07-23 14:21:56.239287,424,211
531,2013-07-24 00:52:29.682549,137,300
532,2013-07-24 06:00:14.828313,119,155
533,2013-07-24 09:16:01.900301,505,415
534,2013-07-24 13:38:50.185685,471,48
535,2013-07-24 16:26:58.817379,352,492
536,2013-07-24 20:05:49.569974,524,468
537,2013-07-24 21:30:28.221445,232,252
538,2013-07-24 22:32:55.064213,53,386
539,2013-07-24 22:41:56.373687,237,12
540,2013-07-24 23:32:37.996915,246,429
541,2013-07-25 03:05:23.664030,462,143
542,2013-07-25 05:17:31.581901,377,530
543,2013-07-25 06:50:09.313078,2,502
544,2013-07-25 08:04:38.775043,248,247
545,2013-07-25 15:01:31.318864,26,438
546,2013-07-25 15:36:37.551019,531,134
547,2013-07-25 18:04:49.780002,290,438
548,2013-07-25 21:54:32.318448,445,463
549,2013-07-25 23:15:57.797817,123,501
550,2013-07-26 03:40:00.798329,206,116
551,2013-07-26 09:12:08.183784,522,310
552,2013-07-26 13:48:22.747448,240,195
553,2013-07-26 16:53:58.665833,398,203
554,2013-07-26 19:55:26.360288,110,204
555,2013-07-26 23:07:26.516564,430,99
556,2013-07-27 02:30:30.201529,159,35
557,2013-07-27 03:52:22.666333,423,188
558,2013-07-27 04:59:40.965547,371,456
559,2013-07-27 06:45:51.132751,61,5
560,2013-07-27 08:02:53.201802,510,280
561,2013-07-27 10:55:04.290643,294,3
562,2013-07-27 17:24:11.711637,391,106
563,2013-07-27 18:44:12.812665,33,254
564,2013-07-27 19:14:57.222160,402,70
565,2013-07-27 20:17:03.532109,339,266
566,2013-07-27 21:20:11.257726,529,523
567,2013-07-28 00:15:23.024254,375,310
568,2013-07-28 06:17:18.777197,249,341
569,2013-07-28 07:33:42.180022,139,495
570,2013-07-28 08:22:31.234996,414,540
571,2013-07-28 14:31:47.422810,400,322
572,2013-07-28 16:07:14.760522,23,58
573,2013-07-28 17:57:41.787934,15,149
574,2013-07-28 20:36:09.215801,122,554
575,2013-07-29 03:48:56.683413,335,202
576,2013-07-29 07:19:18.921834,187,549
577,2013-07-29 09:59:52.367299,475,51
578,2013-07-29 11:57:49.612252,244,110
579,2013-07-29 13:18:21.632550,471,496
580,2013-07-29 15:34:19.510586,66,296
581,2013-07-29 15:51:13.878616,384,402
582,2013-07-29 16:57:10.933554,182,461
583,2013-07-29 17:02:27.500407,559,50
584,2013-07-29 17:58:57.322438,11,555
585,2013-07-29 19:49:46.019184,254,464
586,2013-07-29 21:39:31.626791,316,165
587,2013-07-30 07:31:53.567323,238,434
588,2013-07-30 09:47:00.639467,302,65
589,2013-07-30 17:30:12.356262,274,564
590,2013-07-30 18:58:24.700439,373,200
591,2013-07-31 00:17:12.266528,69,541
592,2013-07-31 01:04:58.104552,232,99
593,2013-07-31 01:14:10.078154,53,520
594,2013-07-31 01:52:02.481475,547,81
595,2013-07-31 09:17:25.413241,135,160
596,2013-07-31 10:37:03.570953,97,420
597,2013-07-31 10:43:34.334710,184,295
598,2013-07-31 13:42:05.774859,147,108
599,2013-07-31 14:06:20.894436,199,158
600,2013-07-31 15:13:28.964648,502,162
601,2013-07-31 15:31:41.649705,86,311
602,2013-07-31 15:56:20.597817,19,102
603,2013-07-31 21:23:40.738538,364,472
604,2013-07-31 21:41:16.657040,404,496
605,2013-07-31 23:01:08.919876,130,430
606,2013-08-01 00:15:30.197331,80,455
607,2013-08-01 04:48:48.689620,28,17
608,2013-08-01 04:53:16.991059,144,554
609,2013-08-01 04:55:17.504595,273,406
610,2013-08-01 07:12:00.007173,155,32
611,2013-08-01 09:51:30.616892,41,573
612,2013-08-01 11:10:12.298042,73,423
613,2013-08-01 11:53:41.936817,68,331
614,2013-08-01 14:54:19.336559,243,321
615,2013-08-01 17:14:18.867901,340,159
616,2013-08-01 18:39:23.841860,407,360
617,2013-08-01 19:37:11.732715,404,374
618,2013-08-01 20:53:59.978537,57,125
619,2013-08-01 21:41:36.159026,401,483
620,2013-08-01 22:46:56.133534,59,288
621,2013-08-02 00:14:27.658306,581,98
622,2013-08-02 01:48:19.163483,62,101
623,2013-08-02 23:57:19.457263,114,244
624,2013-08-03 01:42:12.001335,409,423
625,2013-08-03 12:52:03.563188,106,159
626,2013-08-03 13:24:30.363268,362,218
627,2013-08-03 19:54:53.685358,134,321
628,2013-08-03 23:21:17.253056,96,52
629,2013-08-04 13:08:52.524919,402,318
630,2013-08-05 00:27:51.024541,485,213
631,2013-08-05 05:41:37.715417,489,257
632,2013-08-05 06:26:00.030641,329,231
633,2013-08-05 08:48:01.291078,595,541
634,2013-08-05 10:56:14.040009,343,89
635,2013-08-05 11:50:29.040925,566,412
