id,date,Campaign_ID,Created_Date
157,2013-05-27 14:29:06.088706,FB,2013-05-27 14:29:06.088706
158,2013-05-27 19:46:14.897541,FB,2013-05-27 19:46:14.897541
159,2013-05-28 01:17:00.321230,RE,2013-05-28 01:17:00.321230
160,2013-05-28 12:19:21.604982,PI,2013-05-28 12:19:21.604982
161,2013-05-28 12:35:44.602022,PI,2013-05-28 12:35:44.602022
162,2013-05-29 06:33:28.887778,TW,2013-05-29 06:33:28.887778
163,2013-05-29 19:17:27.896757,RE,2013-05-29 19:17:27.896757
164,2013-05-29 22:52:34.749093,RE,2013-05-29 22:52:34.749093
165,2013-05-30 03:10:29.313273,TW,2013-05-30 03:10:29.313273
166,2013-05-30 03:24:04.512525,TW,2013-05-30 03:24:04.512525
167,2013-05-30 21:17:34.257830,RE,2013-05-30 21:17:34.257830
168,2013-05-31 06:03:20.468798,TW,2013-05-31 06:03:20.468798
169,2013-05-31 13:21:50.095629,RE,2013-05-31 13:21:50.095629
170,2013-05-31 15:30:30.248306,PI,2013-05-31 15:30:30.248306
171,2013-05-31 19:38:37.310125,FB,2013-05-31 19:38:37.310125
172,2013-06-01 20:07:10.196305,PI,2013-06-01 20:07:10.196305
173,2013-06-02 03:20:14.587305,TW,2013-06-02 03:20:14.587305
174,2013-06-02 04:06:09.274725,FB,2013-06-02 04:06:09.274725
175,2013-06-02 04:38:25.732937,RE,2013-06-02 04:38:25.732937
176,2013-06-02 09:06:08.928342,FB,2013-06-02 09:06:08.928342
177,2013-06-02 12:09:39.448116,TW,2013-06-02 12:09:39.448116
178,2013-06-02 14:02:03.524244,FB,2013-06-02 14:02:03.524244
179,2013-06-02 14:40:57.361387,RE,2013-06-02 14:40:57.361387
180,2013-06-02 17:46:26.662428,RE,2013-06-02 17:46:26.662428
181,2013-06-02 17:48:21.789443,RE,2013-06-02 17:48:21.789443
182,2013-06-04 07:40:48.451003,TW,2013-06-04 07:40:48.451003
183,2013-06-04 15:45:55.031451,RE,2013-06-04 15:45:55.031451
184,2013-06-04 23:31:17.786961,RE,2013-06-04 23:31:17.786961
185,2013-06-05 02:59:10.836482,TW,2013-06-05 02:59:10.836482
186,2013-06-05 03:24:33.937096,TW,2013-06-05 03:24:33.937096
187,2013-06-05 04:01:57.749051,PI,2013-06-05 04:01:57.749051
188,2013-06-05 04:25:30.134775,FB,2013-06-05 04:25:30.134775
189,2013-06-05 06:43:18.813690,FB,2013-06-05 06:43:18.813690
190,2013-06-05 13:50:02.441613,RE,2013-06-05 13:50:02.441613
191,2013-06-05 14:20:47.822414,FB,2013-06-05 14:20:47.822414
192,2013-06-05 15:20:06.802383,TW,2013-06-05 15:20:06.802383
193,2013-06-05 19:32:23.026807,TW,2013-06-05 19:32:23.026807
194,2013-06-05 19:42:49.559917,PI,2013-06-05 19:42:49.559917
195,2013-06-05 21:02:02.294783,FB,2013-06-05 21:02:02.294783
196,2013-06-05 23:03:29.592715,RE,2013-06-05 23:03:29.592715
197,2013-06-05 23:09:12.007158,RE,2013-06-05 23:09:12.007158
198,2013-06-06 05:50:08.639196,FB,2013-06-06 05:50:08.639196
199,2013-06-06 08:47:20.940733,RE,2013-06-06 08:47:20.940733
200,2013-06-06 08:53:18.502479,PI,2013-06-06 08:53:18.502479
201,2013-06-06 09:27:37.657485,RE,2013-06-06 09:27:37.657485
202,2013-06-06 10:58:07.528774,PI,2013-06-06 10:58:07.528774
203,2013-06-06 11:29:46.103958,RE,2013-06-06 11:29:46.103958
204,2013-06-06 14:27:17.475577,TW,2013-06-06 14:27:17.475577
205,2013-06-06 21:21:46.256342,PI,2013-06-06 21:21:46.256342
206,2013-06-06 21:55:31.765196,TW,2013-06-06 21:55:31.765196
207,2013-06-06 22:41:23.993994,FB,2013-06-06 22:41:23.993994
208,2013-06-07 06:22:41.590263,TW,2013-06-07 06:22:41.590263
209,2013-06-07 11:47:10.236399,RE,2013-06-07 11:47:10.236399
210,2013-06-07 15:26:10.496801,TW,2013-06-07 15:26:10.496801
211,2013-06-08 01:38:59.425528,FB,2013-06-08 01:38:59.425528
212,2013-06-08 03:28:13.173709,PI,2013-06-08 03:28:13.173709
213,2013-06-08 07:28:41.603384,PI,2013-06-08 07:28:41.603384
214,2013-06-08 08:05:48.577043,TW,2013-06-08 08:05:48.577043
215,2013-06-08 10:47:58.794952,FB,2013-06-08 10:47:58.794952
216,2013-06-08 14:05:15.754843,RE,2013-06-08 14:05:15.754843
217,2013-06-08 15:29:01.272739,RE,2013-06-08 15:29:01.272739
218,2013-06-08 22:20:56.070617,FB,2013-06-08 22:20:56.070617
219,2013-06-08 23:05:49.296273,TW,2013-06-08 23:05:49.296273
220,2013-06-09 00:42:24.326885,FB,2013-06-09 00:42:24.326885
221,2013-06-09 00:53:57.157238,PI,2013-06-09 00:53:57.157238
222,2013-06-09 02:19:07.239408,FB,2013-06-09 02:19:07.239408
223,2013-06-09 04:36:37.826159,PI,2013-06-09 04:36:37.826159
224,2013-06-09 04:56:49.485795,TW,2013-06-09 04:56:49.485795
225,2013-06-09 10:10:30.770483,PI,2013-06-09 10:10:30.770483
226,2013-06-09 12:20:44.251007,FB,2013-06-09 12:20:44.251007
227,2013-06-09 14:45:15.129626,FB,2013-06-09 14:45:15.129626
228,2013-06-09 15:11:26.264730,RE,2013-06-09 15:11:26.264730
229,2013-06-09 20:53:01.052833,TW,2013-06-09 20:53:01.052833
230,2013-06-10 02:51:17.789314,RE,2013-06-10 02:51:17.789314
231,2013-06-10 05:10:15.460538,TW,2013-06-10 05:10:15.460538
232,2013-06-10 09:19:15.826425,TW,2013-06-10 09:19:15.826425
233,2013-06-10 13:12:17.123384,FB,2013-06-10 13:12:17.123384
234,2013-06-10 13:22:20.330534,FB,2013-06-10 13:22:20.330534
235,2013-06-10 14:19:38.365133,TW,2013-06-10 14:19:38.365133
236,2013-06-10 14:53:35.075997,PI,2013-06-10 14:53:35.075997
237,2013-06-10 15:08:11.338283,FB,2013-06-10 15:08:11.338283
238,2013-06-10 15:55:45.396408,FB,2013-06-10 15:55:45.396408
239,2013-06-10 18:37:40.493232,PI,2013-06-10 18:37:40.493232
240,2013-06-10 21:35:30.601322,RE,2013-06-10 21:35:30.601322
241,2013-06-11 06:12:13.085107,PI,2013-06-11 06:12:13.085107
242,2013-06-11 08:53:38.489126,FB,2013-06-11 08:53:38.489126
243,2013-06-11 10:47:18.783670,PI,2013-06-11 10:47:18.783670
244,2013-06-11 11:34:13.192541,PI,2013-06-11 11:34:13.192541
245,2013-06-11 11:47:28.923150,TW,2013-06-11 11:47:28.923150
246,2013-06-11 12:50:49.576472,FB,2013-06-11 12:50:49.576472
247,2013-06-11 13:11:41.251762,FB,2013-06-11 13:11:41.251762
248,2013-06-11 17:30:02.895788,RE,2013-06-11 17:30:02.895788
249,2013-06-11 18:31:25.201753,FB,2013-06-11 18:31:25.201753
250,2013-06-11 18:47:41.322052,PI,2013-06-11 18:47:41.322052
251,2013-06-11 22:25:30.056514,TW,2013-06-11 22:25:30.056514
252,2013-06-11 22:52:39.229198,FB,2013-06-11 22:52:39.229198
253,2013-06-12 00:11:00.156437,PI,2013-06-12 00:11:00.156437
254,2013-06-12 03:26:04.237089,RE,2013-06-12 03:26:04.237089
255,2013-06-12 14:19:47.763718,PI,2013-06-12 14:19:47.763718
256,2013-06-12 15:03:12.779921,RE,2013-06-12 15:03:12.779921
257,2013-06-13 06:59:17.867400,FB,2013-06-13 06:59:17.867400
258,2013-06-13 22:28:43.086176,RE,2013-06-13 22:28:43.086176
259,2013-06-14 01:32:46.044117,TW,2013-06-14 01:32:46.044117
260,2013-06-14 04:58:46.671170,TW,2013-06-14 04:58:46.671170
261,2013-06-14 05:44:06.680096,TW,2013-06-14 05:44:06.680096
262,2013-06-14 10:58:38.558113,RE,2013-06-14 10:58:38.558113
263,2013-06-14 14:56:03.686340,PI,2013-06-14 14:56:03.686340
264,2013-06-14 17:59:37.944929,FB,2013-06-14 17:59:37.944929
265,2013-06-14 19:08:44.702425,PI,2013-06-14 19:08:44.702425
266,2013-06-15 20:28:51.404562,FB,2013-06-15 20:28:51.404562
267,2013-06-16 00:14:55.030121,FB,2013-06-16 00:14:55.030121
268,2013-06-16 02:28:33.471630,PI,2013-06-16 02:28:33.471630
269,2013-06-16 10:52:30.079402,RE,2013-06-16 10:52:30.079402
270,2013-06-16 12:04:08.180307,TW,2013-06-16 12:04:08.180307
271,2013-06-16 14:13:28.183063,RE,2013-06-16 14:13:28.183063
272,2013-06-16 17:29:05.899417,FB,2013-06-16 17:29:05.899417
273,2013-06-16 19:15:07.026396,RE,2013-06-16 19:15:07.026396
274,2013-06-16 22:52:06.789789,PI,2013-06-16 22:52:06.789789
275,2013-06-16 23:35:25.625156,TW,2013-06-16 23:35:25.625156
276,2013-06-17 03:57:52.693199,PI,2013-06-17 03:57:52.693199
277,2013-06-17 04:30:10.376212,FB,2013-06-17 04:30:10.376212
278,2013-06-17 06:09:35.190946,RE,2013-06-17 06:09:35.190946
279,2013-06-17 09:42:00.384479,TW,2013-06-17 09:42:00.384479
280,2013-06-17 10:14:17.512669,FB,2013-06-17 10:14:17.512669
281,2013-06-17 17:58:08.259439,FB,2013-06-17 17:58:08.259439
282,2013-06-18 00:49:59.688554,TW,2013-06-18 00:49:59.688554
283,2013-06-18 05:44:40.363548,RE,2013-06-18 05:44:40.363548
284,2013-06-18 06:06:59.248082,PI,2013-06-18 06:06:59.248082
285,2013-06-18 13:37:52.386637,TW,2013-06-18 13:37:52.386637
286,2013-06-18 15:34:59.996090,FB,2013-06-18 15:34:59.996090
287,2013-06-18 15:51:45.585077,FB,2013-06-18 15:51:45.585077
288,2013-06-18 17:33:21.283216,FB,2013-06-18 17:33:21.283216
289,2013-06-18 18:17:37.713185,TW,2013-06-18 18:17:37.713185
290,2013-06-18 20:46:01.452465,RE,2013-06-18 20:46:01.452465
291,2013-06-18 21:43:48.258479,PI,2013-06-18 21:43:48.258479
292,2013-06-19 02:28:52.186314,PI,2013-06-19 02:28:52.186314
293,2013-06-19 02:31:14.106756,PI,2013-06-19 02:31:14.106756
294,2013-06-19 03:58:55.882010,PI,2013-06-19 03:58:55.882010
295,2013-06-19 06:23:05.089593,TW,2013-06-19 06:23:05.089593
296,2013-06-19 07:07:11.170430,TW,2013-06-19 07:07:11.170430
297,2013-06-19 12:11:59.447247,TW,2013-06-19 12:11:59.447247
298,2013-06-19 12:17:33.193374,RE,2013-06-19 12:17:33.193374
299,2013-06-19 13:51:53.913106,RE,2013-06-19 13:51:53.913106
300,2013-06-19 15:23:06.759038,TW,2013-06-19 15:23:06.759038
301,2013-06-19 16:00:53.296381,PI,2013-06-19 16:00:53.296381
302,2013-06-19 16:17:14.916107,PI,2013-06-19 16:17:14.916107
303,2013-06-19 21:58:53.212414,TW,2013-06-19 21:58:53.212414
304,2013-06-20 05:59:42.494317,FB,2013-06-20 05:59:42.494317
305,2013-06-20 06:13:37.142006,FB,2013-06-20 06:13:37.142006
306,2013-06-20 23:46:13.076776,FB,2013-06-20 23:46:13.076776
307,2013-06-21 00:35:41.342793,TW,2013-06-21 00:35:41.342793
308,2013-06-21 05:13:16.710064,RE,2013-06-21 05:13:16.710064
309,2013-06-21 06:30:22.137207,RE,2013-06-21 06:30:22.137207
310,2013-06-21 09:58:53.998468,PI,2013-06-21 09:58:53.998468
311,2013-06-21 15:41:55.675886,TW,2013-06-21 15:41:55.675886
312,2013-06-21 16:40:05.312739,PI,2013-06-21 16:40:05.312739
313,2013-06-21 20:05:12.038518,PI,2013-06-21 20:05:12.038518
314,2013-06-21 21:35:32.206769,TW,2013-06-21 21:35:32.206769
315,2013-06-21 22:16:13.095309,TW,2013-06-21 22:16:13.095309
316,2013-06-22 06:34:18.407048,TW,2013-06-22 06:34:18.407048
317,2013-06-22 20:12:38.554417,TW,2013-06-22 20:12:38.554417
318,2013-06-23 00:33:29.000396,FB,2013-06-23 00:33:29.000396
319,2013-06-23 03:02:16.179399,RE,2013-06-23 03:02:16.179399
320,2013-06-23 03:46:25.584786,RE,2013-06-23 03:46:25.584786
321,2013-06-23 03:46:53.042331,RE,2013-06-23 03:46:53.042331
322,2013-06-23 07:35:20.317777,RE,2013-06-23 07:35:20.317777
323,2013-06-23 12:39:03.017643,FB,2013-06-23 12:39:03.017643
324,2013-06-23 15:22:12.038055,FB,2013-06-23 15:22:12.038055
325,2013-06-23 21:20:36.199967,TW,2013-06-23 21:20:36.199967
326,2013-06-24 02:15:35.413024,RE,2013-06-24 02:15:35.413024
327,2013-06-24 04:52:13.623705,PI,2013-06-24 04:52:13.623705
328,2013-06-24 09:34:36.471474,RE,2013-06-24 09:34:36.471474
329,2013-06-24 09:41:00.692004,PI,2013-06-24 09:41:00.692004
330,2013-06-24 11:32:06.448843,FB,2013-06-24 11:32:06.448843
331,2013-06-24 13:40:31.083089,TW,2013-06-24 13:40:31.083089
332,2013-06-24 13:42:24.719208,FB,2013-06-24 13:42:24.719208
333,2013-06-24 15:27:09.577807,PI,2013-06-24 15:27:09.577807
334,2013-06-24 18:05:47.657816,TW,2013-06-24 18:05:47.657816
335,2013-06-24 18:32:38.850678,FB,2013-06-24 18:32:38.850678
336,2013-06-24 22:27:56.507361,TW,2013-06-24 22:27:56.507361
337,2013-06-25 02:38:32.157875,RE,2013-06-25 02:38:32.157875
338,2013-06-25 03:16:59.557644,RE,2013-06-25 03:16:59.557644
339,2013-06-25 03:55:48.644924,TW,2013-06-25 03:55:48.644924
340,2013-06-25 07:09:53.274923,FB,2013-06-25 07:09:53.274923
341,2013-06-25 08:36:20.949161,TW,2013-06-25 08:36:20.949161
342,2013-06-25 12:20:05.624325,TW,2013-06-25 12:20:05.624325
343,2013-06-25 13:49:27.411556,PI,2013-06-25 13:49:27.411556
344,2013-06-25 16:00:29.944369,RE,2013-06-25 16:00:29.944369
345,2013-06-25 17:12:08.758253,RE,2013-06-25 17:12:08.758253
346,2013-06-25 18:06:41.303338,FB,2013-06-25 18:06:41.303338
347,2013-06-25 20:27:32.951892,TW,2013-06-25 20:27:32.951892
348,2013-06-25 21:26:42.315459,RE,2013-06-25 21:26:42.315459
349,2013-06-26 01:42:57.571694,RE,2013-06-26 01:42:57.571694
350,2013-06-26 02:12:07.427257,RE,2013-06-26 02:12:07.427257
351,2013-06-26 11:22:38.666620,FB,2013-06-26 11:22:38.666620
352,2013-06-26 11:26:30.906994,TW,2013-06-26 11:26:30.906994
353,2013-06-26 13:59:40.202621,PI,2013-06-26 13:59:40.202621
354,2013-06-26 16:37:52.579985,FB,2013-06-26 16:37:52.579985
355,2013-06-26 17:19:48.096747,PI,2013-06-26 17:19:48.096747
356,2013-06-26 17:49:59.459289,RE,2013-06-26 17:49:59.459289
357,2013-06-26 18:16:41.621050,FB,2013-06-26 18:16:41.621050
358,2013-06-26 18:38:38.482328,FB,2013-06-26 18:38:38.482328
359,2013-06-26 20:57:02.542293,PI,2013-06-26 20:57:02.542293
360,2013-06-26 22:53:38.890796,TW,2013-06-26 22:53:38.890796
361,2013-06-27 06:31:06.701831,FB,2013-06-27 06:31:06.701831
362,2013-06-27 09:56:54.101237,TW,2013-06-27 09:56:54.101237
363,2013-06-27 11:57:19.447888,TW,2013-06-27 11:57:19.447888
364,2013-06-27 14:51:08.226461,TW,2013-06-27 14:51:08.226461
365,2013-06-27 19:50:43.910894,TW,2013-06-27 19:50:43.910894
366,2013-06-28 21:27:10.049921,PI,2013-06-28 21:27:10.049921
367,2013-06-28 22:58:23.114381,RE,2013-06-28 22:58:23.114381
368,2013-06-29 04:51:28.092924,PI,2013-06-29 04:51:28.092924
369,2013-06-30 04:30:10.526878,TW,2013-06-30 04:30:10.526878
370,2013-07-01 22:19:34.948947,PI,2013-07-01 22:19:34.948947
371,2013-07-01 22:58:58.408971,PI,2013-07-01 22:58:58.408971
372,2013-07-02 01:41:30.118379,RE,2013-07-02 01:41:30.118379
373,2013-07-02 02:30:06.369162,PI,2013-07-02 02:30:06.369162
374,2013-07-02 07:02:25.100202,RE,2013-07-02 07:02:25.100202
375,2013-07-02 07:08:50.183773,FB,2013-07-02 07:08:50.183773
376,2013-07-02 07:44:19.165392,FB,2013-07-02 07:44:19.165392
377,2013-07-02 08:02:35.807294,RE,2013-07-02 08:02:35.807294
